event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV0514,Engagement,Galle,Garden Venue,Garden Venue - Galle,117,Peak Season (Dec-Jan),12/01/2024,3,56961,Royal Pictures,077-4804253,4.6,9,49845,Dream Decorations,077-9294239,4.5,7,210038,1795,Delicious Bites,077-8681501,4.3,6,213213,011-5248703,74133,Rhythm Masters,077-6405853,4.6,9,74017,Epic Moments,077-7188625,4.9,14,58112,843252,"100,513",7207,Yes,Yes,Paid,320430
EV0515,Wedding,Matara,Hotel Ballroom,Hotel Ballroom - Matara,442,Peak Season (Dec-Jan),10/06/2024,10,36097,Royal Pictures,077-3009122,4.6,9,72435,Elegant Decor,077-1544925,4.6,8,850363,1923,Flavors Catering,077-6319500,4.4,7,203547,011-4063912,56128,DJ Paradise,077-6235467,4.7,11,68636,Epic Moments,077-8141064,4.9,14,50906,1475023,"100,514",3337,Yes,Yes,Paid,306491
EV0516,Wedding,Colombo,Garden Venue,Garden Venue - Colombo,282,Off Season (May-Sep),29/12/2023,3,45816,Dream Shots,077-9807272,4.3,5,41501,Dream Decorations,077-2679778,4.5,7,744987,2641,Gourmet Lanka,077-7082280,4.9,18,172920,011-2951051,58070,DJ Paradise,077-2596473,4.7,11,0,N/A,N/A,0,0,30952,1229824,"100,515",4361,Yes,No,Paid,434865
EV0517,Corporate Event,Galle,Convention Center,Convention Center - Galle,199,Peak Season (Dec-Jan),22/09/2025,10,67125,Creative Lens Studio,077-1873312,4.5,8,123971,Royal Events Decor,077-3296660,4.9,15,455630,2289,Taste of Ceylon,077-2153392,4.7,12,379309,011-2791171,0,N/A,N/A,0,0,60528,Dream Videos,077-1067267,4.7,10,45043,1150450,"100,516",5781,No,Yes,Paid,435192
EV0518,Wedding,Matara,Temple Hall,Temple Hall - Matara,427,Off Season (May-Sep),26/04/2025,6,33609,Creative Lens Studio,077-9774066,4.5,8,38366,Classic Touch,077-5585454,4.4,6,553776,1296,Spice Garden Catering,077-4146566,4.5,10,47518,011-6132671,31130,Rhythm Masters,077-4991496,4.6,9,45208,Cinema Visions,077-1996091,4.8,11,47742,758324,"100,517",1775,Yes,Yes,Partial,183667
EV0519,Anniversary,Negombo,Restaurant,Restaurant - Negombo,128,Regular Season,11/04/2025,10,43032,Moments Captured,077-4093012,4.7,12,59565,Floral Fantasy,077-3012883,4.6,9,209600,1637,Feast Makers,077-5173838,4.6,9,104278,011-3111059,58221,Music Magic,077-1674548,4.5,7,85892,Video Art Studio,077-4873115,4.5,7,28160,574405,"100,518",4487,Yes,Yes,Paid,200453
EV0520,Wedding,Anuradhapura,Convention Center,Convention Center - Anuradhapura,291,Peak Season (Dec-Jan),04/12/2024,10,35356,Creative Lens Studio,077-5614818,4.5,8,93399,Creative Designs,077-8439215,4.3,5,228900,786,Taste of Ceylon,077-4381430,4.7,12,190299,011-9195380,0,N/A,N/A,0,0,0,N/A,N/A,0,0,35095,614401,"100,519",2111,No,No,Paid,148289
EV0521,Corporate Event,Negombo,Convention Center,Convention Center - Negombo,175,Regular Season,04/08/2025,5,31375,Perfect Frames,077-8149648,4.8,11,72995,Classic Touch,077-1230982,4.4,6,382593,2186,Heritage Foods,077-8939548,4.7,13,144526,011-8590889,34045,Sound Wave DJs,077-9885085,4.7,10,0,N/A,N/A,0,0,36027,705676,"100,520",4032,Yes,No,Paid,223908
EV0522,Corporate Event,Kurunegala,Convention Center,Convention Center - Kurunegala,165,Regular Season,27/03/2025,10,30257,Elite Photography,077-5275022,4.9,15,61480,Classic Touch,077-2658169,4.4,6,206415,1251,Elite Catering,077-5560250,4.8,16,161452,011-9231000,62066,Music Magic,077-9665105,4.5,7,39482,Dream Videos,077-6204580,4.7,10,17197,592325,"100,521",3589,Yes,Yes,Partial,120869
EV0523,Engagement,Galle,Restaurant,Restaurant - Galle,144,Peak Season (Dec-Jan),16/02/2025,10,64406,Elite Photography,077-5213894,4.9,15,100813,Luxury Decor,077-5562422,4.8,14,139276,967,Feast Makers,077-4346496,4.6,9,163821,011-7275151,0,N/A,N/A,0,0,50734,Cinematic Dreams,077-7743663,4.8,12,20529,595065,"100,522",4132,No,Yes,Paid,130448
EV0524,Anniversary,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,123,Peak Season (Dec-Jan),31/05/2025,6,55604,Sunset Photography,077-2218092,4.8,10,109675,Modern Elegance,077-2721596,4.7,10,236971,1926,Flavors Catering,077-8403469,4.4,7,418171,011-8026635,45705,Live Band Entertainment,077-3277024,4.9,15,73992,Perfect Motion,077-4703271,4.4,6,16737,987925,"100,523",8031,Yes,Yes,Paid,240751
EV0525,Wedding,Colombo,Hotel Ballroom,Hotel Ballroom - Colombo,450,Off Season (May-Sep),08/07/2025,10,33394,Dream Shots,077-1106646,4.3,5,62278,Flower Paradise,077-9213276,4.8,12,808920,1797,Gourmet Lanka,077-4629894,4.9,18,333642,011-8675002,0,N/A,N/A,0,0,67421,Motion Pictures,077-7909008,4.6,9,63642,1508233,"100,524",3351,No,Yes,Paid,331839
EV0526,Engagement,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,80,Peak Season (Dec-Jan),09/06/2025,12,51347,Dream Shots,077-3225131,4.3,5,53677,Modern Elegance,077-5949278,4.7,10,240552,3006,Flavors Catering,077-8731865,4.4,7,232314,011-2514013,88830,Live Band Entertainment,077-8540805,4.9,15,42850,Video Art Studio,077-4785362,4.5,7,28282,731812,"100,525",9147,Yes,Yes,Paid,150971
EV0527,Birthday,Jaffna,Restaurant,Restaurant - Jaffna,136,Regular Season,06/09/2025,6,39258,Dream Shots,077-3788191,4.3,5,32023,Dream Decorations,077-5465089,4.5,7,164220,1207,Royal Caterers,077-9728545,4.8,15,146695,011-7987136,26037,Elite Entertainment,077-9906450,4.8,12,42078,Epic Moments,077-6537308,4.9,14,39060,487340,"100,526",3583,Yes,Yes,Partial,112809
EV0528,Engagement,Batticaloa,Convention Center,Convention Center - Batticaloa,194,Regular Season,30/08/2025,12,31810,Dream Shots,077-1902483,4.3,5,42348,Dream Decorations,077-4854361,4.5,7,356358,1836,Feast Makers,077-9951364,4.6,9,94725,011-9965508,23368,Live Band Entertainment,077-2898591,4.9,15,0,N/A,N/A,0,0,43291,644521,"100,527",3322,Yes,No,Partial,179770
EV0529,Engagement,Kandy,Garden Venue,Garden Venue - Kandy,217,Peak Season (Dec-Jan),12/06/2024,4,67104,Elite Photography,077-1738508,4.9,15,98115,Dream Decorations,077-8175962,4.5,7,237322,1093,Divine Dishes,077-9229364,4.6,8,227820,011-9132372,0,N/A,N/A,0,0,0,N/A,N/A,0,0,36526,743993,"100,528",3428,No,No,Paid,169587
EV0530,Birthday,Galle,Garden Venue,Garden Venue - Galle,109,Regular Season,02/10/2025,5,42655,Perfect Frames,077-2360014,4.8,11,72246,Flower Paradise,077-2386345,4.8,12,148719,1364,Heritage Foods,077-4194751,4.7,13,229256,011-6033073,25903,Party Beats,077-2648539,4.5,8,103860,Cinematic Dreams,077-8364846,4.8,12,14385,626184,"100,529",5744,Yes,Yes,Paid,132406
EV0531,Engagement,Colombo,Garden Venue,Garden Venue - Colombo,170,Regular Season,09/10/2025,4,48400,Royal Pictures,077-5848232,4.6,9,65928,Floral Fantasy,077-9412354,4.6,9,267988,1576,Royal Caterers,077-1712357,4.8,15,261141,011-4634976,0,N/A,N/A,0,0,0,N/A,N/A,0,0,61913,694891,"100,530",4087,No,No,Partial,204141
EV0532,Engagement,Anuradhapura,Hotel Ballroom,Hotel Ballroom - Anuradhapura,91,Off Season (May-Sep),30/10/2024,4,30185,Golden Hour Photography,077-9584609,4.7,13,42500,Elegant Decor,077-4822600,4.6,8,181804,1997,Taste of Ceylon,077-6396230,4.7,12,169186,011-5100146,0,N/A,N/A,0,0,36154,Motion Pictures,077-1822048,4.6,9,24180,537027,"100,531",5901,No,Yes,Paid,140714
EV0533,Birthday,Nuwara Eliya,Hotel Ballroom,Hotel Ballroom - Nuwara Eliya,100,Off Season (May-Sep),23/08/2025,12,36329,Sunset Photography,077-9868030,4.8,10,62853,Stylish Setups,077-3084811,4.5,8,264290,2642,Taste of Ceylon,077-9880006,4.7,12,310517,011-8195039,31171,Music Magic,077-1083411,4.5,7,61816,Motion Pictures,077-5389050,4.6,9,17002,806192,"100,532",8061,Yes,Yes,Paid,316374
EV0534,Birthday,Batticaloa,Home Garden,Home Garden - Batticaloa,142,Off Season (May-Sep),05/07/2025,8,23829,Elite Photography,077-6158936,4.9,15,49437,Luxury Decor,077-7839084,4.8,14,271702,1913,Divine Dishes,077-5992676,4.6,8,18568,011-3330373,54513,Music Magic,077-1347445,4.5,7,0,N/A,N/A,0,0,26408,473028,"100,533",3331,Yes,No,Paid,177806
EV0535,Birthday,Jaffna,Temple Hall,Temple Hall - Jaffna,57,Regular Season,04/02/2024,5,27652,Creative Lens Studio,077-4136589,4.5,8,58349,Classic Touch,077-5929701,4.4,6,83610,1466,Gourmet Lanka,077-4215723,4.9,18,40997,011-9260072,75269,Party Beats,077-1390306,4.5,8,0,N/A,N/A,0,0,26262,317753,"100,534",5574,Yes,No,Paid,93408
EV0536,Corporate Event,Anuradhapura,Restaurant,Restaurant - Anuradhapura,181,Off Season (May-Sep),06/02/2024,10,26163,Golden Hour Photography,077-5860295,4.7,13,62897,Luxury Decor,077-1965082,4.8,14,175904,971,Delicious Bites,077-5888482,4.3,6,95279,011-4003343,47992,Sound Wave DJs,077-4433287,4.7,10,66483,Perfect Motion,077-4626117,4.4,6,13330,496825,"100,535",2744,Yes,Yes,Paid,195722
EV0537,Corporate Event,Negombo,Restaurant,Restaurant - Negombo,200,Regular Season,20/03/2024,10,37041,Royal Pictures,077-4637002,4.6,9,45870,Flower Paradise,077-3260007,4.8,12,246000,1230,Heritage Foods,077-7794680,4.7,13,148713,011-7402500,44750,Rhythm Masters,077-6419379,4.6,9,86103,Perfect Motion,077-4786913,4.4,6,19988,621927,"100,536",3109,Yes,Yes,Paid,234140
EV0538,Wedding,Galle,Home Garden,Home Garden - Galle,317,Peak Season (Dec-Jan),12/06/2024,4,67243,Dream Shots,077-9789075,4.3,5,120438,Flower Paradise,077-1220120,4.8,12,712869,2248,Elite Catering,077-5100113,4.8,16,34312,011-7774690,0,N/A,N/A,0,0,0,N/A,N/A,0,0,20808,1067979,"100,537",3369,No,No,Partial,284905
EV0539,Anniversary,Kurunegala,Restaurant,Restaurant - Kurunegala,192,Regular Season,08/03/2025,3,37055,Creative Lens Studio,077-4789035,4.5,8,69960,Floral Fantasy,077-4881400,4.6,9,465024,2422,Taste of Ceylon,077-7660590,4.7,12,59994,011-6445027,61896,Rhythm Masters,077-9008551,4.6,9,80585,Epic Moments,077-6753751,4.9,14,47685,869759,"100,538",4529,Yes,Yes,Paid,275984
EV0540,Anniversary,Negombo,Garden Venue,Garden Venue - Negombo,95,Peak Season (Dec-Jan),16/12/2024,10,53410,Golden Hour Photography,077-6662173,4.7,13,96809,Creative Designs,077-4987082,4.3,5,161856,1703,Delicious Bites,077-9260690,4.3,6,219087,011-9848317,68917,Elite Entertainment,077-7635331,4.8,12,70861,Cinema Visions,077-8191881,4.8,11,16010,655522,"100,539",6900,Yes,Yes,Partial,257788
EV0541,Wedding,Batticaloa,Beach Resort,Beach Resort - Batticaloa,209,Regular Season,23/05/2025,3,24132,Moments Captured,077-4667567,4.7,12,57685,Floral Fantasy,077-5261864,4.6,9,228729,1094,Taste of Ceylon,077-6713202,4.7,12,227151,011-4984627,22286,Sound Wave DJs,077-1873288,4.7,10,0,N/A,N/A,0,0,27896,670509,"100,540",3208,Yes,No,Partial,202369
EV0542,Birthday,Anuradhapura,Beach Resort,Beach Resort - Anuradhapura,92,Regular Season,10/01/2025,5,30313,Perfect Frames,077-9868569,4.8,11,61154,Floral Fantasy,077-3290010,4.6,9,117116,1273,Delicious Bites,077-7835998,4.3,6,329193,011-2386887,67577,Elite Entertainment,077-4556111,4.8,12,0,N/A,N/A,0,0,21582,625358,"100,541",6797,Yes,No,Paid,205759
EV0543,Engagement,Galle,Beach Resort,Beach Resort - Galle,250,Peak Season (Dec-Jan),03/01/2024,8,57822,Royal Pictures,077-8058810,4.6,9,104507,Stylish Setups,077-7306018,4.5,8,596699,2386,Taste of Ceylon,077-5972962,4.7,12,352327,011-8964911,55681,Sound Wave DJs,077-8653803,4.7,10,95470,Video Art Studio,077-2504155,4.5,7,59016,1420312,"100,542",5681,Yes,Yes,Paid,325302
EV0544,Corporate Event,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,87,Off Season (May-Sep),01/06/2024,3,45744,Royal Pictures,077-1385216,4.6,9,55569,Creative Designs,077-8935246,4.3,5,222354,2555,Royal Caterers,077-3600482,4.8,15,165645,011-5338613,60437,Celebration Sounds,077-2974957,4.4,6,0,N/A,N/A,0,0,61042,630069,"100,543",7242,Yes,No,Partial,222262
EV0545,Wedding,Matara,Convention Center,Convention Center - Matara,308,Peak Season (Dec-Jan),03/08/2025,10,63976,Vision Studios,077-8283798,4.5,7,76806,Royal Events Decor,077-6726730,4.9,15,721982,2344,Delicious Bites,077-1502308,4.3,6,353355,011-6607461,0,N/A,N/A,0,0,0,N/A,N/A,0,0,19492,1313767,"100,544",4265,No,No,Paid,369491
EV0546,Corporate Event,Batticaloa,Garden Venue,Garden Venue - Batticaloa,161,Regular Season,15/06/2025,12,33656,Candid Clicks,077-6651446,4.4,6,47331,Flower Paradise,077-3016385,4.8,12,236621,1469,Delicious Bites,077-5226693,4.3,6,169817,011-9074178,66991,Music Magic,077-4221911,4.5,7,67442,Video Art Studio,077-5480306,4.5,7,17594,675070,"100,545",4192,Yes,Yes,Partial,208119
EV0547,Birthday,Nuwara Eliya,Restaurant,Restaurant - Nuwara Eliya,110,Off Season (May-Sep),04/10/2025,10,35725,Sunset Photography,077-6617699,4.8,10,33220,Elegant Decor,077-1427572,4.6,8,116259,1056,Spice Garden Catering,077-1803899,4.5,10,111631,011-9930116,0,N/A,N/A,0,0,56214,Perfect Motion,077-2111028,4.4,6,19393,368220,"100,546",3347,No,Yes,Partial,112514
EV0548,Engagement,Kurunegala,Restaurant,Restaurant - Kurunegala,241,Peak Season (Dec-Jan),25/03/2025,3,49870,Golden Hour Photography,077-8392872,4.7,13,54095,Flower Paradise,077-8427188,4.8,12,503449,2089,Flavors Catering,077-5722802,4.4,7,174404,011-5277747,34451,Sound Wave DJs,077-3723148,4.7,10,0,N/A,N/A,0,0,28336,953680,"100,547",3957,Yes,No,Paid,326981
EV0549,Anniversary,Kandy,Temple Hall,Temple Hall - Kandy,145,Regular Season,05/02/2024,8,49681,Moments Captured,077-4276062,4.7,12,41437,Creative Designs,077-4329258,4.3,5,388027,2676,Spice Garden Catering,077-4400178,4.5,10,35131,011-5807307,0,N/A,N/A,0,0,64441,Cinema Visions,077-4894211,4.8,11,50989,631317,"100,548",4353,No,Yes,Paid,244602
EV0550,Corporate Event,Jaffna,Garden Venue,Garden Venue - Jaffna,101,Regular Season,27/04/2025,12,28972,Royal Pictures,077-6331060,4.6,9,63446,Floral Fantasy,077-3220569,4.6,9,87067,862,Royal Caterers,077-8847168,4.8,15,177314,011-6158636,0,N/A,N/A,0,0,46560,Video Art Studio,077-6787556,4.5,7,39531,466212,"100,549",4615,No,Yes,Partial,104549
EV0551,Birthday,Matara,Restaurant,Restaurant - Matara,69,Peak Season (Dec-Jan),31/05/2025,10,62871,Candid Clicks,077-2704824,4.4,6,73171,Creative Designs,077-7683364,4.3,5,68082,986,Taste of Ceylon,077-8891969,4.7,12,79559,011-6481041,0,N/A,N/A,0,0,50048,Perfect Motion,077-2816680,4.4,6,43565,377305,"100,550",5468,No,Yes,Paid,143756
EV0552,Anniversary,Batticaloa,Garden Venue,Garden Venue - Batticaloa,59,Peak Season (Dec-Jan),23/01/2024,8,51831,Sunset Photography,077-8147437,4.8,10,76217,Dream Decorations,077-4886086,4.5,7,132431,2244,Royal Caterers,077-5077356,4.8,15,189947,011-9353815,38061,Live Band Entertainment,077-2929135,4.9,15,70325,Perfect Motion,077-9645304,4.4,6,37978,619221,"100,551",10495,Yes,Yes,Paid,191154
EV0553,Corporate Event,Anuradhapura,Community Hall,Community Hall - Anuradhapura,108,Peak Season (Dec-Jan),14/07/2024,12,54694,Golden Hour Photography,077-1259406,4.7,13,81127,Stylish Setups,077-7125131,4.5,8,233107,2158,Taste of Ceylon,077-1037773,4.7,12,75763,011-5155096,0,N/A,N/A,0,0,84551,Perfect Motion,077-3409702,4.4,6,34719,626854,"100,552",5804,No,Yes,Paid,207978
EV0554,Birthday,Kandy,Community Hall,Community Hall - Kandy,71,Peak Season (Dec-Jan),25/01/2025,8,53787,Moments Captured,077-8662586,4.7,12,97665,Flower Paradise,077-1661606,4.8,12,140111,1973,Heritage Foods,077-9963387,4.7,13,59578,011-8480794,28482,DJ Paradise,077-5504975,4.7,11,77505,Cinema Visions,077-4946323,4.8,11,21955,493257,"100,553",6947,Yes,Yes,Partial,160154
EV0555,Engagement,Kurunegala,Hotel Ballroom,Hotel Ballroom - Kurunegala,120,Regular Season,20/07/2024,8,32530,Moments Captured,077-2409523,4.7,12,73405,Elegant Decor,077-5757446,4.6,8,229200,1910,Flavors Catering,077-6817992,4.4,7,233547,011-5790507,75452,Sound Wave DJs,077-9515022,4.7,10,0,N/A,N/A,0,0,49959,746776,"100,554",6223,Yes,No,Partial,293099
EV0556,Wedding,Matara,Community Hall,Community Hall - Matara,241,Peak Season (Dec-Jan),10/04/2024,8,58129,Elite Photography,077-3515191,4.9,15,61266,Luxury Decor,077-8322660,4.8,14,504750,2094,Heritage Foods,077-9486008,4.7,13,78554,011-6171034,69844,Live Band Entertainment,077-3582270,4.9,15,66261,Epic Moments,077-3172440,4.9,14,46676,928420,"100,555",3852,Yes,Yes,Paid,281518
EV0557,Birthday,Matara,Hotel Ballroom,Hotel Ballroom - Matara,131,Regular Season,24/01/2024,6,34212,Vision Studios,077-1513955,4.5,7,82188,Modern Elegance,077-3094224,4.7,10,299728,2288,Delicious Bites,077-3817224,4.3,6,200479,011-4345430,0,N/A,N/A,0,0,77662,Epic Moments,077-3951233,4.9,14,34923,775742,"100,556",5921,No,Yes,Paid,287409
EV0558,Corporate Event,Kurunegala,Temple Hall,Temple Hall - Kurunegala,167,Peak Season (Dec-Jan),12/09/2025,5,45030,Golden Hour Photography,077-5374296,4.7,13,54819,Floral Fantasy,077-2335582,4.6,9,351869,2107,Divine Dishes,077-6500924,4.6,8,48938,011-3565329,55794,Elite Entertainment,077-9942931,4.8,12,89081,Dream Videos,077-6668818,4.7,10,47525,714527,"100,557",4278,Yes,Yes,Partial,168328
EV0559,Corporate Event,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,153,Peak Season (Dec-Jan),13/07/2024,5,55476,Golden Hour Photography,077-6442132,4.7,13,92607,Royal Events Decor,077-1262268,4.9,15,226309,1479,Divine Dishes,077-6376114,4.6,8,238083,011-8341686,0,N/A,N/A,0,0,68707,Video Art Studio,077-9183395,4.5,7,39983,823030,"100,558",5379,No,Yes,Paid,300383
EV0560,Birthday,Colombo,Restaurant,Restaurant - Colombo,110,Peak Season (Dec-Jan),25/05/2025,6,52250,Golden Hour Photography,077-6456722,4.7,13,111997,Flower Paradise,077-5926629,4.8,12,312003,2836,Delicious Bites,077-8611432,4.3,6,215413,011-2901965,0,N/A,N/A,0,0,49890,Perfect Motion,077-6482254,4.4,6,47416,798054,"100,559",7255,No,Yes,Paid,191899
EV0561,Birthday,Kandy,Convention Center,Convention Center - Kandy,134,Off Season (May-Sep),15/09/2024,6,38090,Dream Shots,077-3047050,4.3,5,57981,Stylish Setups,077-9786580,4.5,8,223290,1666,Delicious Bites,077-8933739,4.3,6,165847,011-6710082,81508,Party Beats,077-2009020,4.5,8,61168,Motion Pictures,077-3208458,4.6,9,24864,700492,"100,560",5227,Yes,Yes,Partial,141040
EV0562,Corporate Event,Kandy,Community Hall,Community Hall - Kandy,152,Peak Season (Dec-Jan),22/07/2024,5,40233,Moments Captured,077-5691140,4.7,12,76638,Dream Decorations,077-6696472,4.5,7,416373,2739,Flavors Catering,077-8079391,4.4,7,88175,011-5051018,60133,Music Magic,077-6323868,4.5,7,87716,Epic Moments,077-5832385,4.9,14,36964,924450,"100,561",6081,Yes,Yes,Paid,277710
EV0563,Corporate Event,Nuwara Eliya,Beach Resort,Beach Resort - Nuwara Eliya,257,Peak Season (Dec-Jan),27/01/2025,12,42596,Dream Shots,077-4495431,4.3,5,55063,Modern Elegance,077-1093444,4.7,10,296346,1153,Taste of Ceylon,077-6435425,4.7,12,389436,011-4851537,80750,Elite Entertainment,077-9061942,4.8,12,113748,Perfect Motion,077-1566890,4.4,6,22859,1014284,"100,562",3946,Yes,Yes,Paid,331349
EV0564,Anniversary,Batticaloa,Garden Venue,Garden Venue - Batticaloa,65,Regular Season,16/08/2025,5,39794,Candid Clicks,077-3813689,4.4,6,63566,Classic Touch,077-7188013,4.4,6,132619,2040,Gourmet Lanka,077-5830383,4.9,18,130932,011-3754484,26829,Music Magic,077-2167580,4.5,7,0,N/A,N/A,0,0,9375,451163,"100,563",6940,Yes,No,Paid,162904
EV0565,Birthday,Batticaloa,Garden Venue,Garden Venue - Batticaloa,54,Peak Season (Dec-Jan),16/07/2025,4,29521,Creative Lens Studio,077-8770973,4.5,8,83169,Dream Decorations,077-6788258,4.5,7,69206,1281,Divine Dishes,077-1406434,4.6,8,102645,011-6467043,33476,Elite Entertainment,077-3769232,4.8,12,0,N/A,N/A,0,0,37873,389168,"100,564",7206,Yes,No,Partial,109280
EV0566,Wedding,Matara,Garden Venue,Garden Venue - Matara,329,Peak Season (Dec-Jan),30/11/2024,10,52767,Perfect Frames,077-2715469,4.8,11,95571,Stylish Setups,077-7584982,4.5,8,754561,2293,Flavors Catering,077-1890810,4.4,7,139828,011-6608483,28504,Celebration Sounds,077-4047623,4.4,6,69832,Cinematic Dreams,077-8374199,4.8,12,43697,1256745,"100,565",3819,Yes,Yes,Paid,413574
EV0567,Birthday,Galle,Convention Center,Convention Center - Galle,55,Off Season (May-Sep),22/02/2024,12,26478,Perfect Frames,077-6086827,4.8,11,52380,Royal Events Decor,077-4963987,4.9,15,77351,1406,Feast Makers,077-3413787,4.6,9,253574,011-3983525,57588,Elite Entertainment,077-3794477,4.8,12,98866,Perfect Motion,077-6454315,4.4,6,37712,644434,"100,566",11716,Yes,Yes,Paid,219425
EV0568,Birthday,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,70,Regular Season,11/04/2025,8,53333,Vision Studios,077-9357022,4.5,7,100748,Classic Touch,077-2954191,4.4,6,192920,2756,Gourmet Lanka,077-4027624,4.9,18,298041,011-9493307,74649,Music Magic,077-8496508,4.5,7,67337,Cinema Visions,077-8361775,4.8,11,35239,914486,"100,567",13064,Yes,Yes,Paid,217061
EV0569,Birthday,Matara,Garden Venue,Garden Venue - Matara,37,Peak Season (Dec-Jan),11/08/2025,12,60443,Royal Pictures,077-1910845,4.6,9,89542,Royal Events Decor,077-4161506,4.9,15,92470,2499,Feast Makers,077-3906926,4.6,9,206303,011-2315890,32758,Live Band Entertainment,077-1746009,4.9,15,35024,Perfect Motion,077-5451189,4.4,6,18103,546865,"100,568",14780,Yes,Yes,Partial,175716
EV0570,Anniversary,Batticaloa,Home Garden,Home Garden - Batticaloa,129,Regular Season,19/05/2024,12,29483,Elite Photography,077-6381025,4.9,15,64596,Modern Elegance,077-2836783,4.7,10,220009,1705,Delicious Bites,077-8721122,4.3,6,31318,011-2557074,56067,DJ Paradise,077-6819805,4.7,11,0,N/A,N/A,0,0,13836,460515,"100,569",3569,Yes,No,Paid,179977
EV0571,Engagement,Galle,Garden Venue,Garden Venue - Galle,244,Peak Season (Dec-Jan),25/05/2025,10,40227,Golden Hour Photography,077-2559093,4.7,13,56253,Dream Decorations,077-2932234,4.5,7,415776,1704,Feast Makers,077-3435784,4.6,9,181476,011-5337151,60969,DJ Paradise,077-1812293,4.7,11,0,N/A,N/A,0,0,18499,826316,"100,570",3386,Yes,No,Paid,286195
EV0572,Wedding,Negombo,Beach Resort,Beach Resort - Negombo,385,Peak Season (Dec-Jan),25/09/2024,4,72884,Dream Shots,077-9877751,4.3,5,128197,Stylish Setups,077-8342329,4.5,8,1048643,2723,Spice Garden Catering,077-5172054,4.5,10,293135,011-3660536,75586,Sound Wave DJs,077-4591821,4.7,10,96618,Cinema Visions,077-1621143,4.8,11,15113,1893850,"100,571",4919,Yes,Yes,Paid,595382
EV0573,Anniversary,Anuradhapura,Convention Center,Convention Center - Anuradhapura,177,Off Season (May-Sep),15/05/2024,10,33972,Sunset Photography,077-3258787,4.8,10,29708,Dream Decorations,077-3518731,4.5,7,185973,1050,Elite Catering,077-5810245,4.8,16,99822,011-5150567,27754,Celebration Sounds,077-3161029,4.4,6,49490,Perfect Motion,077-1287140,4.4,6,10043,443456,"100,572",2505,Yes,Yes,Paid,150830
